0,1,2,3,4,5,6,7,8
최은진,942,강*성,23.06.17,82,"[2024 수능완성] 최은진, 안국선의 수학+미적분(실전편)",<수능완성을 향한 발걸음 제 4보(步)!>,"드디어 이 수능완성 실전편도 단 1회분밖에 남지 않았군요!

이제 유형편도 슬슬 미적분 들어갈 차례이고.. 수학 개념학습의 끝이 보여가는군요

이 4회분은 어떤 느낌이였나! 여태 1,2,3,4중에서는 가장 좀 빡세지 않ㄴ았나 싶습니다!

13번에서 일단 좀 막혔었고 14번에 ㄷ은 좀 많이 고민하게 되더군요 실전편이니 기니디로 찍고 넘겼는데 우연하게 맞았더라구요 ^^

15번... 이거 4주특강에서 분명 비슷한게...있었던거 같은데..? 근데 이게 수능완성 실전편에 알맞는 난이도인가..? 의심하며 넘겼읍니다
(채점이후 맛있게{?} 풀었습니다)

그ꈰ고 19번은 보자마자 이게 무슨 솔인고 하니 차근차근 아는 식에 맞대어 견주어 보니 딱 견적 잡혀서 풀게 되었습니닷

20번 = 너무 정형화되어버린 문제
21번 왠지모르게 집합 문제가 자꾸 자꾸 올라오는 추세인것 같습니다

22번 음.. 너무 쉬웠습니다 ㅋㅋ 오히려 15번이 22번 자리에 가있어야 하는것이 아닌지..

23번 당황쓰 하지만 23번은 23번~

25번 22수능 25번을 생각하게 만드는 문제네요 차차히 풀어나가니 뭐 별 문제는 없었습니다

27번 22수능과 마찬가지로 계산이 좀 많고 22수능은 27번이 중점 구해가지고 해야하는 것으로 알고있는데 이건 그냥 계산만 좀 있는거!
28번 음... 틀려먹었습니다 이런 유형이 별로 익숙치도 않고(아니 솔직히 말하자면 많이 접해봤는데 생긴것부터가 풀기 싫게 생겨서) 
그리고 시간이 10분 남은 터라 넘겼어야 햇습니다

29번 22수능 29번을 참고 하신것 같습니다만, 난이도가 대폭 하락했군요 그냥 암산으로 끝냈습니다(f(theta)-g(theta)에서 극한 구하는 아이디어가 많이 나오는 추세죵)

대망의 30번. 이게 28번 문제랑 또 바뀐것같은...계산도 그리 복잡하지 않았고, 식만 잘 세운다면야... 금방 풀수 있었던 문제였습니다.

틀린 문항 : 11,13.15.21.28 진짜 11번은 틀렸으면 안됬는데 하하... 마지막 다음엔 5회분으로 오겟습니닷",5점
최은진,942,강*성,23.06.12,75,"[2024 수능완성] 최은진, 안국선의 수학+미적분(실전편)",<수능완성을 향한 발걸음 제 3보(步)!>,"3회분 댓글 남기는거 까먹다가 지금 씁니다..허허

제 소원(?) 대로 3회는 조금 까다롭게 나온 편 같습니다

공통부분에 계산도 있고..15번도 은근 할만하게 생긴거같아서 시간을 뺏었던것 같았습니다 틀린데다가 시간이 거의 10분넘게써버린...

그리고 22번과 20번이 서로 자리가 바뀐것같았어요 ㅋㅋㅋ 

문제 경향도 바꾸면 그럴듯하고 난이도도 오히려 22번이 더 쉽지않았나...

공통은 요까지 하고 미적분으로 넘어가자면

23번 조금 당황했지만 23번은 23번! 26번도 살짝 당황쓰했지만 덧셈정리 ( 선생님 풀이로는 2번쨰 풀이로 풀었네요)

27번 29번 쉽고 28번은 넓이 표현은 다 햇는데 극한계산에서 실수했나봐요 ㅠㅠ

마지막 30번은 시간때문에 못풀었는데 다 풀고나서 채점후 풀려고 봤는데 제가 평소에 역함수 미분법을 함수로 표현해서 외우고 다니는 바람에 f''(x)/{f(x)^2} 보자마자 바로 찾고 했는데..그냥 15번에서 시간끌지말고 넘어갈걸...후회됬습니다..

15,21,28,30 틀려서 84나왔스무니다 그럼 4회는 빨리 찾아오도록 할게염",5점
최은진,942,강*성,23.06.05,133,"[2024 수능완성] 최은진, 안국선의 수학+미적분(실전편)",<수능완성을 향한 발걸음 제 2보(步)!>,"1회에 이어서 2회 실전모의고사에 대한 점수& 개인적인 느낌 입니다.


2회를 딱 풀고나서 든 느낌은 바로 예전 가형(근데 이제 확률과 통계 문제가 없는)을 푸는 느낌이였습니다.

1번부터 19번까지 쫙 풀렸습니다.. 속으로 ""아니 2회 너무 쉬운거아니야?"" 왜냐면 19번 문제를 답을 냈을때가 고작 30분이 지났으니까..

그런데 이제 20,21,22에서 박이 터졌습니다 ㅋㅋ 20번은 좀 고민하다보니 규칙이 있구나 (근의 차이가 5가 나는구나!) 나왔는데 
21번.. 한 30초 정도 보고 버려~ 22번으로 넘어갔습니다.

오히려 22번이 대칭축이 6.5인것만 찾으면 f(6.5)=y라는 직선이 한 점에서만 만난 다는 것이 나오니까 오히려 더 쉬웠던거 같았습니다.

미적분! 24번은 번호 치고서 계산량이 조금 있었습니다.(그치만 쉬운문제~)


29번. 삼도극이라고 해서 긴장 빠짝 했는데 이것 역시 22수능 29번이랑 비슷하고, 극한 계산은 쉬워서 빨리 풀었습니다.

그리고 30번을 딱 보는데..ㅋㅋㅋ 아니ㅣ 2회 30번에 뭐 있나.. 작년 2회 30번도 만만치 않았는데

(다)조건보고서 머릿속에 신발끈 공식이 생각나긴 했는데 평소에 잘 알아두진 않았어서 쓰지않(못)했고 끝나고서 해설지를 보는데...

그저 '입틀막'

점수는 92나왔습니다 (21,30) 이제 좀 어려운 모의고사로 맞고 싶습니다 ㅋㅋㅋ 물수능이였던것 같아요~

계산실수도 없었고 순조롭게 나아갔던거같아서 풀면서 굉장히 기분 좋았던 회차였던것 같습니다. 

이상 3회로 돌아오겠습니다! (그리고 국선쌤이 다 강의영상 지켜보신다고 하신말 듣고 괜히 뜨끔했습니당..)

첨부파일은 그냥 사진 안붙히기엔 좀 그래서 다른 풀이? 적어봤스빈다",스페셜
최은진,942,심*수,23.06.05,73,"[2024 수능완성] 최은진, 안국선의 수학+미적분(실전편)",수학,최은진 선생님 선생님의 강의 를 3강까지 들었슴니다,스페셜
최은진,942,김*정,23.06.05,69,"[2024 수능완성] 최은진, 안국선의 수학+미적분(실전편)",미적분,열심히 공부할게요~,스페셜
최은진,942,강*성,23.06.03,102,"[2024 수능완성] 최은진, 안국선의 수학+미적분(실전편)",<수능완성을 향한 발걸음 제 1보(步)!>,"6월 모의고사 이후에 실전모의고사 1회를 풀어봤습니다!

4주특강 때문에 실력이 오른건지.. 뭔지는 모르겟지만 굉장히 난이도가 쉬웠습니다 ㅎㅎ.. 


13번은 별표쳐놓고 뒤에거 풀었는데 다 하나씩 고민하면서 푸느라 풀 시간이 남지 않았어요 

21번은 다 해놨으면서 계산을 틀렸습니다.

미적분은 다 맞췄는데.. 30번은 마지막 킬러니까 킬러의 자존심이 있지 이정돈 되야지! 라고 생각햇는데 g(x)는 바로나오고 미분후에 0되는 좌표찾고  알파2의 좌표만 구하면 끝?? 나머지는 계산이니까...오히려  수1의 10번(사인 코사인법칙) 문제가 29번보다 안보였던것 같습니다 ㅎㅎ...

92점이긴 하나.. 이것이 저의 본 실력이라고 자만하지 않고 더 열심히 보충할 것 보충하고 실수는 덜 하고 시간분배 더 잘해보려고 하고 

2회 모의고사! 로 돌아오겠습니다.


참고 6월 모의고사는 84점 받았습니다..(13,20,22,30)

+) 6모 하루전이라고 기출에서 4점짜리로 나온 등비급수 활용 10문제 삼각함수 도형의 극한의 활용 10문제 (사관포함) 풀고 다음날 수학시험 보기 전 쉬는시간 정독했는데 안나오는거 보고 울컥했습니다 ㅎㅎ,,",5점
최은진,942,심*수,23.06.02,54,"[2024 수능완성] 최은진, 안국선의 수학+미적분(실전편)",수학,최은진 선생님  선생님의 강좌 2강까지  잘 들었슴니다,5점
최은진,942,심*수,23.06.01,73,"[2024 수능완성] 최은진, 안국선의 수학+미적분(실전편)",수학,최은진 선생님  선생님의 강좌 1강  잘 들었슴니다,5점
최은진,942,김*재,23.05.30,76,"[2024 수능완성] 최은진, 안국선의 수학+미적분(실전편)",시작,시작합니다,5점
최은진,942,강*성,23.05.25,91,"[2024 수능완성] 최은진, 안국선의 수학+미적분(실전편)",<수능완성을 향한 발걸음 제 0보(步)!>,"안국선 선생님! 참...4주특강에서도 뵙고 수능완성 실전편에서도 뵙게 되다니...

제가 한 22일인가 수능완성을 구매를 했는데..배송이 안되고 있네요...ㅠㅠ 

6모 보기전에 1회는 보고 들어가고 싶은데... 암튼! 잘 부탁 드립니다~

(여기에서도 댓글에 미적분 문제 질문 하면 쌤이 받아 주시나요?)",5점
최은진,942,김*현,23.05.13,189,[2023학년도 고3 4월 학력평가 해설] 수학,"공통과목, 확통 해설강의 감사합니다..!","좋은 해설강의 감사합니다!!! 이번에 4월모의고사를 학교에서 실시간으로 풀이할 때, 수학 과목에서 예상보다 훨씬 어려움을 겪어서 좀 힘들었었습니다.. 공통과목 13번 문제부터 갑자기 어떤식으로 접근해야할지 감이 안 오면서 시간을 생각보다 많이 썼고, 시간 투자를 많이 해도 답이 안 나오니까 너무 답답하더라구요.. 분명 접근은 맞는 식으로 했는데 왜 결과가 안 나오지...!!? 하는 생각도 자꾸 들면서 확통을 풀 시간도 평소보다 적었습니다.. 그렇게 확통 뒷부분을 완전히 날리고.. 평소에 별로 사이가 좋지 않았지만, 그래도 최근에 좀 친해지고 있었던 과목이 수학이었고, 3월 모고 때 얻었던 자신감이 점점 사라지고 있었는데.. 그래도 내가 뭘 틀렸는지는 알아야지.. 하는 마음으로 해설강의를 들었습니다.. 그런데 정말 제가 시험을 볼 때 '왜 여기서 답이 안 나오지?? 어떻게 접근해야하지?? 이거 나만 모르는거 아닌가...??'하면서 들었던 여러 생각들에 대한 해답을 얻을 수 있어서 너무 좋았습니다.. ㅠㅠ 
공통과목 부분은 맞은 문제들도 해설을 다시 보면서 제가 한 풀이 방식이 맞는지 다시 확인도 했는데, 제가 한 것에 비해 선생님께서 알려주시는 풀이대로 하니까 답이 한번에 딱딱 나오는 것을 보고 정말 감탄이 나왔고.. 어려웠던 문제들도 바로바로 이해되게 설명 해주셔서 너무 감사하고 도움이 많이 되었습니다.. ㅠㅠ 접근 방식은 맞았었는데, 결과를 도출하는 데에 있어서 어떤 부분이 부족했는지 알게 되었고 사고 과정도 알려주셔서 너무 좋았습니다!!
그리고 선택과목 확률과 통계는.. 선생님께서 처음에 출제경향을 분석해주시면서 어려웠을 수 있는 부분들을 알려주신게 진짜 제 자신감 회복에 많이 도움을 주셨어요.. ㅠㅠㅠㅠ 제가 확통을 풀 때 27번에서 딱 막혔는데.. 3월 때는 딱 한 문제만 틀렸어서 확통은 자신이 많이 있었음에도 불구하고.. 그때 정말 '내가 3점 문항을 못 푼다고..? 내가 그렇게 못하나..?'하는 자괴감 때문에 27번 하나가 막히니 뒤에 있는문항들도 다 영향을 받으면서.. 채점할 때 확통에서 절반을 틀린 것을 보고 충격을 받았었는데.. 27번 문제가 딱 어려웠을 수 있다고 짚어주시면서 문제 유형과 풀이를 설명해주시는 걸 듣고서, 힘을 많이 얻었습니다.. ㅠㅠ 나만 막 어려웠던 것은 아니었을 수 있겠구나.. 하는 생각도 들었고, 나머지 틀린 문제 풀이 방법도 설명해주시는 걸 듣고서, 마인드 컨트롤만 잘하고! 접근만 정확하게 하면 정말 나도 다 맞을 수 있겠다!는 마음이 들었습니다!!! 
그래서 오히려 이번 학평 때 틀려서 좋다! 라는 생각을 하고 더 열심히 해서 원하는 성적을 얻고자 하는 마음이 커졌습니다!!! 고3 때 제일 어려운 것이 남들과 비교하지 않고 제가 하는 것에만 집중하는 일인 것 같습니다.. ㅠㅠ 아무리 제 것에만 집중을 하려해도 남들이 받은 성적과 하는 말들에 대해서 신경이 아예 안 쓰일 수는 없더라구요.. ㅠㅠ 그래도 계속 노력해서!!! 선생님들께서 가르쳐주신 것들 복습하고 남은 기간동안 최선을 다하도록 하겠습니다!!! 많은 것들을 가르쳐주셔서 감사합니다!!! 다른 강의에서도 계속해서 뵙겠습니다!! :) ",스페셜
최은진,942,이*수,23.05.11,273,[2023학년도 고3 4월 학력평가 해설] 수학,킬러 문제 22번 해설 보고 울었습니다...,캬.... 이해가 바로 되네요!! 기본적인 수학 틀로 베이스 다지면서 추론하는 부분이 ㄹㅇ 진국입니당!,5점
최은진,942,이*제,23.05.11,268,[2023학년도 고3 4월 학력평가 해설] 수학,문제 4번 미분법이 약간 이상합니다,4번 문제 풀이에서 f(x)를 미분 하는데 6x제곱 -6이 아니라 왜 6x제곱 -6x 인가여???,5점
최은진,942,s********e,23.08.04,83,[2024 수능특강] 최은진의 수학종합(수학Ⅰ+Ⅱ),2달 앞두고 시작,"정말 오랜만에 수능을 준비합니다.


선생님과 저 둘다 파이팅입니다.




이번 6평/9평에서 주목할 문제 아이디어등이 무엇이 있을까요?



미적분 선택자입니다.",5점
최은진,942,노*영,23.07.10,101,[2024 수능특강] 최은진의 수학종합(수학Ⅰ+Ⅱ),개념설명 하면서짚어주는 유제가 너무 마음에 듭니다,"수업을 듣는데, 선생님이 짚어주시는 유제가 제가 틀렸거나, 헷갈렸거나 고민하는 내용들밖에 없어서 굉장히 신기했어요!
저는 수학실력이 아직은 선생님이 틀릴거라고 예측하는 것 들에 있다고 생각하며 오늘도 수능특강 열심히 풀겠습니다!",5점
최은진,942,노*영,23.07.03,52,[2024 수능특강] 최은진의 수학종합(수학Ⅰ+Ⅱ),수능특강 수2 다 풀었습니다!,"6평전에 수2를 풀고 시험을 봤는데 11번문제가 연계라는게 어렴풋이 시험장에서 느껴지더라고요...!
그런의미에서 수능특강 lv3를 다시 한번 싹~ 풀어보려 합니다

모아보면 몇장 안되는 것 같은데 lv3라 그런지 조금 두렵기도 합니다 ㅋㅋㅋ
하루에 한장 씩 푸는게 목표고, 선생님 해설강의와 함께 따라가려 합니다!

오늘은 미분계수와 연속 LV3를 풀었습니다! 내일도 공부한 인증글과 함께 올게용",5점
최은진,942,남*,23.07.02,42,[2024 수능특강] 최은진의 수학종합(수학Ⅰ+Ⅱ),안녕하세요!,"어쩌다보니 늦게나마 다시 수능에 도전하고 있습니다.

교육과정도 완전 바뀌고....(한국사까지 해야 된다니 ㅠㅠ)

수능을 보겠다는 결심도 늦게해서, 아직도 따라 갈 수 있을까 생각이 듭니다.

그래도 쌤 응원 들으면서 힘이 나고, 강의 보면서 예전 기억이 새록새록 나더라구요.

좋은 결과로 다시 인사드리겠습니다  :)",스페셜
최은진,942,노*영,23.06.25,40,[2024 수능특강] 최은진의 수학종합(수학Ⅰ+Ⅱ),선생님 안녕하세요,"선생님 안녕하세요
겨울방학때 '정말 열심히 하겠습니다'라고 글을 올렸습니다

하지만 후회하고 반성할 만한 일이있어 지금 시기에 다시 글을 올려봅니다
고등학교 3학년이 되니 여러가지 광고에 휩쓸려서인지, 원래 가던길을 따라가지 않고, 친구들이 많이 듣는 사설인강에 눈을 돌리게 되었습니다. 거기서는 여러가지 공식처럼 정형화된 것을 알려주더라고요
처음에는 좋은 줄 알았습니다 저렇게 하면 내가 정말 1등급을 넘어 100점을 맞을수도 있겠구나!는 생각이 들 정도로요
그런데 하면 할수록 '저건 문제를 여러번 접해본 사람에게는 좋겠지만, 나처럼 기출분석이 완벽하지 않은 상황에서는 잘못썼다가 독이될 수 있겠구나'는 생각이 들었습니다
그래도 꾸준히 강의를 들었습니다 현강이라고 불리는 대형학원도 다녀보았고요
강의를 듣는 친구들중에는 100점을 목표로 하는 친구들이 많았고, 때문에 저는 모의고사를 응시할 때 마다 옆 친구들이 저보다 빨리 풀고 쉬는것을 보고 스트레스도 많이 받았습니다
'그래도 괜찮아''하면 오를거야'라는 생각으로 버텼습니다

그런데
결국은 제가 부족한 점을 채우지 못하고 이상한 공식들만 아는 상태가 되었더군요
6월 모의고사 성적이 나쁜편은 아니었지만, 대형학원, 인강에서 배웠던 공식같은 것을 하나도 사용하지 않고 푸는 제 모습을 보고
'아 어차피 나는 ebs선생님들과 공부하면서, 내가 부족한 점을 차차 채워나가고, 스트레스도 덜 받는 방향으로 공부를 했어야 하는구나'
를 느꼈습니다 6모가 끝나고 1달정도 지난 시점에요

사실 5개월이라는 시간이 어찌보면 짧으면서도, 제 그릇된 버릇을 고치기에는 긴 시간이 될 수도 있다는걸 알고 있습니다
저는 여태껏 잘못해왔던 행동의 방향성을 다시 잡아보고자 ebs로 돌아왔습니다

제가 다른곳에 가 있는동안 수능완성이 나오고, 선생님들께서 강의를 벌써 올리셨더라고요...! 내가 조금은 늦었구나를 깨달으면서 아직 풀지않은 수능특강 문제와 새로나온 수능완성 강의 등등, 남은기간 수학은 EBS와 함께 나아가겠습니다

하루에 수학 5시간씩 하기! 가 저의 목표였는데 최근들어 제 공부에 회의감을 느끼고 수학을 거의 하지않다시피 했습니다
그래도 이전에 쌓아온 것이 있기 때문에 그것들을 기반으로 하여 다시 '수능성공'이라는 탑을 쌓고자 합니다
이제는 하루에 수학 5시간씩 하기와 더불어 '하루에 강의 1개이상은 보기'를 저의 목표로 삼고, 선생님을 더 자주 볼 수 있으면 좋겠습니다

긴글, 그리고 투정하는 글이었을텐데 끝까지 읽어주셔서 감사합니다",5점
최은진,942,이*은,23.06.07,68,[2024 수능특강] 최은진의 수학종합(수학Ⅰ+Ⅱ),최은진쌤,선생님 저는 몇년전에도 선생님 강의를 들었던 학생이예요. 올해 선생님하고 강의를 듣게되서 좋아요^^ 이번 6월모평 수학도 어려웠던거 같아요.,5점
최은진,942,원*우,23.05.12,92,[2024 수능특강] 최은진의 수학종합(수학Ⅰ+Ⅱ),인사드려용!,"쌤 안녕하세요!
부산에 사는 20살 대학생입니다!
현재 반수..준비하고있어요ㅜㅜ
전문대 간호학과를 다니는 중인데...제 생각과 달라 일반 4년제 대학교 간호학과를 가려고 준비중이에요!
고등학생때 왜 제대로 안 했나싶고...수시 1번에서 떨어진 게 너무 아쉬워서 다시 도전해보려고요!
아직 20살밖에 안됐기도 하고 계속 후회할 바에 다시 도전하는 게 맞다고 생각했어요!
많이 늦긴 했지만 제대로 준비해서 꼭 원하는 대학에 들어가고 싶어요ㅜㅜ
완강까지 열심히 달려보겠습니다!!",5점
최은진,942,심*수,23.04.13,146,[2024 수능특강] 최은진의 수학종합(수학Ⅰ+Ⅱ),수학 종합,최은진 선생님 37강  까지 들었슴니다,5점
최은진,942,심*수,23.04.12,48,[2024 수능특강] 최은진의 수학종합(수학Ⅰ+Ⅱ),수학 종합,선생님 저 오늘 35강 까지  들었슴니다,5점
최은진,942,박*혁,23.11.16,28,[2024 수능특강] 최은진의 수학종합(수학Ⅰ+Ⅱ),작년수능 백분위 50 - 올해수능 원점수 확통88,"안녕하세요. 저는 올해 유료인강 없이 EBS 강의와 교재를 적극 활용하여 커하(커리어하이)를 찍은 한 재수생입니다.

은진쌤을 만난 건 정말 우연한 계기였습니다. 3월, 마음을 다잡고 수학을 다시 시작하려는데 유료인강을 끊는 게 많이 부담스러웠습니다. 그래서 시중에 있는 시험 형태로 짜여진 기출문제집(자*스토*)을 한 권 사서 매일 1회차씩 풀고, EBS에서 해설을 수강했습니다. 그때 은진쌤을 만나게 되었는데, 어려운 문제를 풀 때의 그 특유한 사고과정을 정말 고스란히 느낄 수 있었습니다. 그래서 EBS에 숨은 보석을 발견했다는 마음으로 수학 탭에서 은진쌤을 찾아, 은진쌤의 수능개념을 완강했습니다. 풀었던 기출을 금방 또 푼다는 게 무색해질 정도로, 은진쌤은 주어진 10강에 정말 많은 열정을 다해주셨습니다. 이러한 문항은 이러한 유형대로 이렇게 접근해보자는 그 과정이 너무나도 값지고 소중했었습니다. 그래서 예상보다 일찍 완강하게 되었어요.

그리고 기출을 다 정리하고 6모를 피드백할 즈음에 수능완성이 나왔습니다. 은진쌤이 수능완성을 공통 중 실전모의고사 부분만 다루어주셔서 슬펐지만, 그 부분이라도 얼른 들어야겠다는 마음으로 수강신청을 했습니다. 그리고 수능완성 출간 이후 미친듯이 수학만 했던 것 같아요. 은진쌤 강의가 듣고 싶어서 기하 강의를 수강신청했지만(실전편 공통 부분을 은진쌤, 기하 부분을 국선쌤이 맡으셨더라고요), 수능완성에서도 은진쌤을 볼 수 있어서 정말 기뻤습니다. 그리고 그 실전모의고사 부분들을 조금씩 정리한 이후로 컨디션이 안 좋든, 시험장 주변에서 공사를 하든 상관없이 3등급 중반 아래로는 안 내려갔습니다.

그리고 9월되기 직전, 기출에만 빠진 나머지 수능특강에 시간 투자를 깊게 하지 못했다는 것을 깨달았습니다. 그래서 9모를 치기 전후로 최은진쌤의 수능특강 수학종합 중에서 개념 부분을 통해 기본을 더욱 탄탄하게 다졌고, 실력완성의 문항들을 은진쌤과 함께 진도맞추어가면서(그리고 사고과정과 아이디어를 여러 번 적용하고 연습하면서) 이 자리에 올 수 있었던 거 같습니다. 남들보다 잘했다기보다는, 내 인생의 기적을 써내려갔다는 사실이 아직도 잘 믿기지는 않습니다. 한 번도 맞아본 적 없는 2등급 초반의 예상등급을 보면, 울컥하기까지 합니다. 은진쌤 덕분이고, EBS 덕분이에요. 

현역 고3 수험생활 시절, 저는 수학을 싫어하는 학생 중 한 명이었습니다. 작년 수능 당일까지 수학을 놓지는 않았지만, 백분위 50, 5등급의 성적표를 받았던 그때의 그 참혹함이 정말 괴로웠어요. 그래서 (수능 수학을 좋아해서 시작하는 사람은 드물다고 하지만) 저는 수학을 정말정말 싫어하는 수포자 중 한 사람이었어요. 그럼에도 재수를 다짐하고 수학이 정말정말 막막해졌을 때, EBS 선생님들과 함께 ""그래도 해보자.""라는 마인드를 가지고 지금 이 자리까지 올 수 있었습니다. EBS 덕분에 수학이라는 심오한 과목에 흥미가 붙었고, 덕분에 오늘 EBS 가채점 했는데 확통 선택과목 다 맞추고 공통 객관식도 한 문제 빼고 다 맞았어요.

9월에 선생님 라이브클래스도 가보고 싶었고, 수강후기도 여러 번 써서 자주 인사드리고 싶었는데, 바쁘다는 핑계로 이제와서 인사드려서 죄송해요 은진쌤. 유료인강 듣는 사람들 속에서 선생님 수업 올곧이 들으면서, 꼭 좋은 점수 받아서 남들처럼 장문의 수강후기 남겨보고 싶었어요..! 늦었지만 정말 감사합니다..!",베스트
