0,1,2,3,4,5,6,7,8
김창재,203,김*재,23.05.18,92,[2024 FINAL 실전모의고사] 수학+미적분+기하,감사합니다,강의에 감사드립니다,스페셜
김창재,203,김*재,23.05.16,77,[2024 FINAL 실전모의고사] 수학+미적분+기하,출발,출발합니다,5점
김창재,203,강*성,23.05.15,186,[2024 FINAL 실전모의고사] 수학+미적분+기하,남치열 선생님!! 정말 오랜만이네요,"안녕하세욧 23학년도를 마지막으로 대입에 골인한 한 학생입니다.

저는 평범한(?) 수포자였고, 그것 때문에 수학에 되게 고통을 받았었습니다. 그러던중 ebs final 실전모의고사라는 교재를 발견(21년에)한 후에 풀고 나서 치열선생님의 강의를 들었었습니다. (수특도 채 끝나지 않고)

뭔가 되게 장황하게 풀이를 하시는데 도저히 이해가 안되더라고요. 그래서 내년에 이 선생님을 따라가 보자! 해놓고서 당장은 풀지 않아도 내년에 없어질 ebs의 여럿 모의고사들을 다 구매한 후에 내년에 수학을 잘해져 있을 저에게 풀어보라고 기약한 후에 수능 개념부터 들었습니다.

설명 하시는게 너무너무 멋졌고.. 그때부터 였을까요.. 수학 강사가 꿈이 된게..

암튼 저의 뭐 성공과정을 쓰러온건 아니고! 스승의 날이기도 하고 어제 꿈에 갑자기 나오셔서 ㅎㅎ 생각나서 ebs강의를 오랜만에 들어와봤어요!

실제로 보지도 않았는데 뭔 스승의 날이냐고 하실 수도 있는데 ㅋㅋㅋ 저의 수능 수학 점수, 대학, 인생까지 전부 바꿔주신 남치열 선생님 정말 감사드립니다! (진짜 기회라도 되면 재직중이신 학교 찾아서 가고싶은데ㅎㅎㅋㅎ)

이 강의를 듣고 계신 여러분들도 올해 수능 점수! 극댓값이자 최대값이 되길 응원 하겟습니다~",5점
김창재,203,심*수,23.05.08,140,[2024 FINAL 실전모의고사] 수학+미적분+기하,수학,서지나 선생님 1강 잘 들었슴니다,5점
김창재,203,지*우,23.05.07,253,[2024 FINAL 실전모의고사] 수학+미적분+기하,ebsi 훌륭한 선생님들께 참으로 감사한데,왜 final 모의고사는 항상 위로 넘기는 식인지요... 실제 시험지처럼 내주시면 안되겠습니까,5점
김창재,203,은*령,23.05.06,143,[2024 FINAL 실전모의고사] 수학+미적분+기하,미적분 강의 부탁드려요!!!!,"선생님 강의 방식, 스타일이 너무 좋습니다.
미적분 강의만 없더라고요.
빨리 올라오기만을 기다릴게요 
꼭 미적분 정규 강의 부탁드립니다!",5점
김창재,203,이*희,23.04.05,100,[2024 내신만점 수능특강] 김창재의 미적분,최고입니다,좋은 강의 감사합니다,스페셜
김창재,203,은*,23.04.03,46,[2024 내신만점 수능특강] 김창재의 미적분,강의,잘 들었습니다,스페셜
김창재,203,김*재,23.03.30,51,[2024 내신만점 수능특강] 김창재의 미적분,5강,열공하였어요~,5점
김창재,203,김*재,23.03.15,156,[2024 내신만점 수능특강] 김창재의 미적분,미적분,멋진 강의에 감사드립니다,스페셜
서영란,858,김*현,23.09.06,5,[고등예비과정] 수학,19강 퀴즈,3,5점
서영란,858,김*현,23.09.04,5,[고등예비과정] 수학,18강 퀴즈,16개!,5점
서영란,858,김*현,23.09.02,7,[고등예비과정] 수학,17강 3번문제,"외분점 공식을 쓸 때, x좌표가 5-6분의 20-18인데 거꾸로 쓰씬 것 같아요 ㅠㅠ 위 식으로 풀면 a가 1 나오네용",5점
서영란,858,김*현,23.08.30,3,[고등예비과정] 수학,16강 퀴즈,16,5점
서영란,858,김*현,23.08.30,4,[고등예비과정] 수학,15강 퀴즈,루트 10,5점
서영란,858,김*현,23.08.26,4,[고등예비과정] 수학,14강 퀴즈,5분의 루트 5,5점
서영란,858,김*현,23.08.24,7,[고등예비과정] 수학,13강 퀴즈,"루트 5

66쪽 유제 6번에 b가 -1이 아니라 2같은데 잘못적으신 건가요?",5점
서영란,858,김*현,23.08.21,3,[고등예비과정] 수학,12강 정답,"a=3  b=-6
생존자는 저뿐인가요?....ㅜㅜ",5점
서영란,858,김*현,23.08.19,2,[고등예비과정] 수학,10강 퀴즈,"X2-2x-15<0
X2+x-2>0
___________
(x+3)(x-5)<0
(x-1)(x+2)>0

-3<x<-2  또는 1<x<5입니다!",5점
서영란,858,김*현,23.08.12,3,[고등예비과정] 수학,9강 퀴즈,10,5점
서영란,858,김*현,23.08.12,5,[고등예비과정] 수학,8강 퀴즈,-2,5점
서영란,858,김*재,23.03.10,10,[고1 개념 몰아보기] 수학,출발,출발해요~,5점
서영란,858,노*원,23.02.22,63,[고1 개념 몰아보기] 수학,안녕하세요 6평 3등급 도전중인 학생입니다!,"안녕하세요~ 6평 수학3등급을 도전하는 학생입니다!!

왜 1등급도 아니고 3등급이냐 하면
제가 수학을 잘 못해서 학원을 다니게 되었어요!
그런데 너~~~~~~무 힘들더라구요.................. 진짜로...........................

제가 힘들어서 학원가기 싫다고 부모님께 말씀드리니까 수학 3등급이 뜨면 학원을 그만 다니게 해주신다는 거예요!!


그래서 제 멘탈관리를 위해 3등급 도전! 을 하게 되었습니다.

선택과목은 미적분입니다!
공부를 시작하려니 제가 모르는게 참 많아서 고1수학부터 개념강의로 기초부터 차근차근 다지려고 합니다.
학원에서 수업도 듣지만 그래도 한계가 있으니까요... 흑흑
미리미리 공부를 열심히 할걸 그랬어요 너무 힘들어요ㅠㅠㅠ
하지만 이제부터라도 딱 3달만 마음 다잡고 등급을 올려 보겠습니다

6평이 대략 100일정도 남았는데
꼬오오옥 3등급 맞아서 꼭 학원 탈출하겠습니다!!!!!!!!!!!!!!!!!!!!!!!!!

아자아자 탈줄 가즈아!!! 정시도 대박나자!!!!!!!",스페셜
서영란,858,이*나,23.01.03,104,[고1 개념 몰아보기] 수학,예비 고2의 겨울방학(1강 후기),"선생님 안녕하세요 ! 이제 겨울방학만 지나면 고2가 되는 학생입니다 저는 다른 학생들과 똑같이 수1, 수2, 확통 선행만 나가려고 하는 학생이었어요 실제로 그런 학원에서 한달동안 다녔습니다. 그런데 다니다 보니 고1 개념이 부족하다는 생각이 들더라고요 결국 수1,수2를 배우려면 고1과정이 필요하다는 생각을 했고 결국 다니던 학원을 그만두고 혼자 고1 복습을 다시 하게 되었네요..ㅎㅎ다들 수1 수2 나가느라 바쁜데 왜 나는 고1 과정을 하고 있는 걸까 라는 생각도 많이 들었지만 그래도 다른 사람은 생각하지 않고 오직 나만 생각하려고요 
얼른 고1 과정을 마치고 수1을 하고 싶어요..ㅠㅠ 많이 불안하지만 선생님 강의 들으면서 완강까지 열심히 해보겠습니다!!

강의 오늘 처음 들었는데 정말 고1 과정에서 중요한 것은 다 말해주시고 그에 따른 원리도 말해주셔서 좋았어요 마지막 아르헨티나 여행 이야기도 재밌었어요 ㅎㅎ 2강이 기대되는 강의인 것 같아용 ",스페셜
