0,1,2,3,4,5,6,7,8
안국선,296,강*수,23.06.05,198,[2024학년도 고3 6월 모의평가 해설] 수학,수강 후기,감사합니다!,5점
안국선,296,한*희,23.06.02,489,[2024학년도 고3 6월 모의평가 해설] 수학,김민재선생님 미적분 28번에요,"우변의 g(x)가 미분가능하다는건 알겠는데, 미분하고 =0으로 두는 이유는 뭔가요?",5점
안국선,296,강*성,23.06.05,134,"[2024 수능완성] 최은진, 안국선의 수학+미적분(실전편)",<수능완성을 향한 발걸음 제 2보(步)!>,"1회에 이어서 2회 실전모의고사에 대한 점수& 개인적인 느낌 입니다.


2회를 딱 풀고나서 든 느낌은 바로 예전 가형(근데 이제 확률과 통계 문제가 없는)을 푸는 느낌이였습니다.

1번부터 19번까지 쫙 풀렸습니다.. 속으로 ""아니 2회 너무 쉬운거아니야?"" 왜냐면 19번 문제를 답을 냈을때가 고작 30분이 지났으니까..

그런데 이제 20,21,22에서 박이 터졌습니다 ㅋㅋ 20번은 좀 고민하다보니 규칙이 있구나 (근의 차이가 5가 나는구나!) 나왔는데 
21번.. 한 30초 정도 보고 버려~ 22번으로 넘어갔습니다.

오히려 22번이 대칭축이 6.5인것만 찾으면 f(6.5)=y라는 직선이 한 점에서만 만난 다는 것이 나오니까 오히려 더 쉬웠던거 같았습니다.

미적분! 24번은 번호 치고서 계산량이 조금 있었습니다.(그치만 쉬운문제~)


29번. 삼도극이라고 해서 긴장 빠짝 했는데 이것 역시 22수능 29번이랑 비슷하고, 극한 계산은 쉬워서 빨리 풀었습니다.

그리고 30번을 딱 보는데..ㅋㅋㅋ 아니ㅣ 2회 30번에 뭐 있나.. 작년 2회 30번도 만만치 않았는데

(다)조건보고서 머릿속에 신발끈 공식이 생각나긴 했는데 평소에 잘 알아두진 않았어서 쓰지않(못)했고 끝나고서 해설지를 보는데...

그저 '입틀막'

점수는 92나왔습니다 (21,30) 이제 좀 어려운 모의고사로 맞고 싶습니다 ㅋㅋㅋ 물수능이였던것 같아요~

계산실수도 없었고 순조롭게 나아갔던거같아서 풀면서 굉장히 기분 좋았던 회차였던것 같습니다. 

이상 3회로 돌아오겠습니다! (그리고 국선쌤이 다 강의영상 지켜보신다고 하신말 듣고 괜히 뜨끔했습니당..)

첨부파일은 그냥 사진 안붙히기엔 좀 그래서 다른 풀이? 적어봤스빈다",스페셜
안국선,296,심*수,23.06.05,74,"[2024 수능완성] 최은진, 안국선의 수학+미적분(실전편)",수학,최은진 선생님 선생님의 강의 를 3강까지 들었슴니다,스페셜
안국선,296,김*정,23.06.05,70,"[2024 수능완성] 최은진, 안국선의 수학+미적분(실전편)",미적분,열심히 공부할게요~,스페셜
안국선,296,강*성,23.06.03,103,"[2024 수능완성] 최은진, 안국선의 수학+미적분(실전편)",<수능완성을 향한 발걸음 제 1보(步)!>,"6월 모의고사 이후에 실전모의고사 1회를 풀어봤습니다!

4주특강 때문에 실력이 오른건지.. 뭔지는 모르겟지만 굉장히 난이도가 쉬웠습니다 ㅎㅎ.. 


13번은 별표쳐놓고 뒤에거 풀었는데 다 하나씩 고민하면서 푸느라 풀 시간이 남지 않았어요 

21번은 다 해놨으면서 계산을 틀렸습니다.

미적분은 다 맞췄는데.. 30번은 마지막 킬러니까 킬러의 자존심이 있지 이정돈 되야지! 라고 생각햇는데 g(x)는 바로나오고 미분후에 0되는 좌표찾고  알파2의 좌표만 구하면 끝?? 나머지는 계산이니까...오히려  수1의 10번(사인 코사인법칙) 문제가 29번보다 안보였던것 같습니다 ㅎㅎ...

92점이긴 하나.. 이것이 저의 본 실력이라고 자만하지 않고 더 열심히 보충할 것 보충하고 실수는 덜 하고 시간분배 더 잘해보려고 하고 

2회 모의고사! 로 돌아오겠습니다.


참고 6월 모의고사는 84점 받았습니다..(13,20,22,30)

+) 6모 하루전이라고 기출에서 4점짜리로 나온 등비급수 활용 10문제 삼각함수 도형의 극한의 활용 10문제 (사관포함) 풀고 다음날 수학시험 보기 전 쉬는시간 정독했는데 안나오는거 보고 울컥했습니다 ㅎㅎ,,",5점
안국선,296,심*수,23.06.02,54,"[2024 수능완성] 최은진, 안국선의 수학+미적분(실전편)",수학,최은진 선생님  선생님의 강좌 2강까지  잘 들었슴니다,5점
안국선,296,심*수,23.06.01,74,"[2024 수능완성] 최은진, 안국선의 수학+미적분(실전편)",수학,최은진 선생님  선생님의 강좌 1강  잘 들었슴니다,5점
안국선,296,김*재,23.05.30,77,"[2024 수능완성] 최은진, 안국선의 수학+미적분(실전편)",시작,시작합니다,5점
안국선,296,강*성,23.05.25,91,"[2024 수능완성] 최은진, 안국선의 수학+미적분(실전편)",<수능완성을 향한 발걸음 제 0보(步)!>,"안국선 선생님! 참...4주특강에서도 뵙고 수능완성 실전편에서도 뵙게 되다니...

제가 한 22일인가 수능완성을 구매를 했는데..배송이 안되고 있네요...ㅠㅠ 

6모 보기전에 1회는 보고 들어가고 싶은데... 암튼! 잘 부탁 드립니다~

(여기에서도 댓글에 미적분 문제 질문 하면 쌤이 받아 주시나요?)",5점
안국선,296,김*정,23.06.01,74,"[2024 수능완성] 최은진, 안국선의 수학+기하(실전편)",첫글,첫글입니다,5점
안국선,296,이*수,23.05.11,274,[2023학년도 고3 4월 학력평가 해설] 수학,킬러 문제 22번 해설 보고 울었습니다...,캬.... 이해가 바로 되네요!! 기본적인 수학 틀로 베이스 다지면서 추론하는 부분이 ㄹㅇ 진국입니당!,5점
안국선,296,이*제,23.05.11,269,[2023학년도 고3 4월 학력평가 해설] 수학,문제 4번 미분법이 약간 이상합니다,4번 문제 풀이에서 f(x)를 미분 하는데 6x제곱 -6이 아니라 왜 6x제곱 -6x 인가여???,5점
안국선,296,김*정,23.09.05,30,[2024 수능연계완성 4주특강] 수학+미적분,22강 수강후기,"진짜 수능이 아닌 모의고사일 뿐인데도 9모가 내일이라는 생각을 하니 멘탈이 마구마구 흔들리지만, 그럼에도 선생님 수업은 앉아서 듣다보니 또다시 빠져들게 됩니다!
초등학생인 여동생이 있는데 제 어깨너머로 수업을 훔쳐 듣고는 선생님이 재미있으시다며 무지 좋아합니다.
지금은 어렵다며 학교수학도 힘들어하는 아이지만 훗날 제 나이가 되었을 때 꼭 선생님 강의를 추천해주고 싶습니다.

22강은 개념의 증명을 유도해 내는 과정을 통해 답을 구할 수 있는 몇몇 문제가 인상깊었습니다.
여러 개념을 복합하여 풀어내는 문제도 재미있지만 22강의 문제들은 개념을 깊게 파고드는 것 같은 느낌이라 문제를 풀고 나면 뿌듯해집니다.

4주 특강 정말 열심히 공부했는데... 9월 모의고사에는 시험문제를 풀어낼 때 시간 안에 얼렁뚱땅 답을 찾기에 급급한 것이 아닌, 제 시야와 생각이 성장했다는 걸 확인할 수 있는 기회가 될 수 있었으면 좋겠습니다.
수학이라는 과목을 긍정적 바라볼 수 있게 해주신 선생님께 감사드립니다!!",5점
안국선,296,김*정,23.09.03,25,[2024 수능연계완성 4주특강] 수학+미적분,"20강, 21강 수강후기","8월 안에 완강하는 것이 목표였는데... 달성하지 못하게 됐네요...ㅠㅠ
9모를 앞두고 공부시간이 부족해져서 심란하고 불안하지만 9모 전까지는 매일 2강씩 들어서라도 4주특강 강의는 꼭 완강하도록 하겠습니다!
이전에 다른 분께서 달아주신 수강후기에서 봤던대로 점점 계산이 복잡해지는 게 느껴지지만, 이 또한 연습의 과정이라 생각하고 가장 중요하게 요구되는 아이디어가 무엇인지 생각하며 복습하겠습니다!",5점
안국선,296,김*정,23.08.25,33,[2024 수능연계완성 4주특강] 수학+미적분,19강 수강후기,"19강 수강이 조금 늦었습니다...ㅜㅜ
매일 조금씩 문제를 풀다 보니 어느새 문항 번호가 세 자릿수가 되어있네요!
처음엔 문제를 풀고 수업을 들어도 실력이 늘고 있긴 하는 건지 의심도 됐었지만 지금은 4주특강을 시작한 것에 대해 요만큼(?)의 후회도 없습니다!
이 성취감을 바탕으로 남은 30 개의 문제들도 열심히 해결해보겠습니다!
그리고 선생님의 한결같은 열정적인 수업에 진심으로 감사드립니다!!",5점
안국선,296,김*정,23.08.22,30,[2024 수능연계완성 4주특강] 수학+미적분,18강 수강후기,"도형문제는 여러 상황을 접해보고 시각을 넓혀야 익숙해질 수 있겠다는 생각이 들었습니다.
그리고 중학 도형의 내용을 절대 무시해서는 안 되겠다는 생각도 했습니다.
유독 도형에서 약하다고 느껴지기 때문에 도형문제는 더 열심히 복습하고 연습하겠습니다!",5점
안국선,296,김*정,23.08.19,31,[2024 수능연계완성 4주특강] 수학+미적분,17강 수강후기,"이제 다음 시간부터 본격적으로 미적분 공부가 시작되겠네요!
미적분이 시험 난이도나 문제의 수준은 높지만 개인적으로 처음 개념을 즐겁게 공부했던 기억이 있습니다.
수1과 수2는 영어로 치면 알파벳과 단어를 배우느라 그 사이에서의 연결성을 느끼기 힘들었다면 미적분은 문법을 익히며 앞서 배웠던 내용을 합하여 활용하는 방법을 배우는 느낌이라 새롭고 재미있었습니다.
단순히 미적분이 재미있어서 선택한 과목이기 때문에 수능준비를 하는 동안 수학을 잘하는 똑똑한 학생들이 선택하는 과목이라 나에게는 과분한(?) 과목이 아닐까, 하는 고민도 많이 했습니다.
하지만 시험성적과는 별개로... 역시 미적분은 공부하면 할수록 재미있어지는 과목인 것 같습니다.
국선 쌤과 함께 공부한다면 미적분의 매력이 더 커질 것 같다는 생각이 듭니다!
미적분 수업도 잘 부탁드리겠습니다!",5점
안국선,296,김*정,23.08.17,31,[2024 수능연계완성 4주특강] 수학+미적분,16강 수강후기,"일이 생겨서 2주 만에 공부를 다시 시작할 수 있게 되었습니다...ㅜㅜ
수험생에게는 너무나 타격이 큰 공백이지만 그렇기 때문에 더 열심히 해야한다는 마음으로 4주특강부터 펼쳤습니다!
선생님 말씀대로 수2가 끝나가는 게 눈에 보여서 굉장히 아쉽습니다...
접근방법을 익히고 보니 정말 수2는 실력이 금방 오른다는 게 느껴져서 성취감을 느끼며 문제를 풀고 있습니다.
남은 시간 동안 수2를 잘 마무리 하고 선생님의 미적분 수업도 빨리 듣고 싶습니다!!",5점
안국선,296,김*정,23.08.03,37,[2024 수능연계완성 4주특강] 수학+미적분,15강 수강후기,"이제 딱 10강 남았습니다...
완강의 기쁨에도 가까워지지만 선생님과 공부할 수 있는 시간이 점점 줄어든다는 뜻이라 슬퍼요...",5점
안국선,296,김*정,23.08.02,32,[2024 수능연계완성 4주특강] 수학+미적분,14강 수강후기,"이제 함수의 개형에 따라 주어진 조건을 만족시키는 경우를 구해내는 방식에 꽤 익숙해진 것 같습니다!ㅎㅎ
다만 선생님 수업을 듣다보며 깨달은 점은 제가 주로 솔루션1에 해당하는 근성의 풀이방식으로만 접근하려 한다는 것입니다.
복잡한 계산을 하다보니 연산실수도 잦아지고, 다 구한 풀이에서 마지막 계산실수 때문에 오답을 구하는 경우가 정말 많았습니다.
항상 더 간단한 접근 방법이 있을 것이라는 생각으로 다양한 계산방식을 체화시키는 과정이 필요할 것 같다는... 나름의 성찰을 해보았습니다!
오늘도 깔끔하고 이해하기 쉬운 설명해주셔서 감사합니다!!",5점
안국선,296,김*정,23.09.08,561,[2024 수능연계완성 4주특강] 수학+미적분,25강 완강후기,"완강했습니다!!
중간에는 어려워서 문제를 풀다가 포기하고 싶다는 생각이 많이 들었지만 선생님 덕분에 끝까지 올 수 있었습니다!
선생님도 바쁘실텐데 얼굴도 모르는 랜선제자를 매번 신경 써 주시니 실망시켜드리고 싶지 않다는 생각이 컸던 것 같습니다.
그리고 수업내용이 귀에 알아서 들어오는 이해가 잘 되는 강의로 수학이 컴플렉스였던 제게 '할 수 있다'라는 마음가짐을 심어주셔서 감사합니다.
남들보다 부족한 탓에 완강하기까지도 훨씬 오래 걸렸지만 그만큼 수학에 대한 자신감과 긍정적인 태도도 함께 쌓였다고 느껴집니다.
선생님과 공부했던 시간을 바탕으로 수능까지 남은 시간 동안 수학공부를 더 많이, 더 열심히 할 작정입니다!
약 두 달의 시간 동안 정말 감사했습니다!!",베스트
안국선,296,김*정,23.07.31,31,[2024 수능연계완성 4주특강] 수학+미적분,13강 수강후기,"강의 마지막에 선생님께서 해주신 말씀 덕분에 오늘도 또다시 힘을 낼 수 있었습니다.
노력으로 극복할 수 있다는 생각으로 항상 공부에 임하고 있지만 그럼에도 한구석에는 수학은 재능의 영역이라는 인식을 지울 수 없었습니다.
수학 문제를 푸는 양이 많아질수록 저에게는 문제가 점점 어렵게 느껴지는데 매번 쓱쓱 풀어내고 100점을 받아내는 친구들을 보면 부럽고 질투가 나기도 했었습니다.
그런데 선생님께서 수2는 연습하면 연습할수록 눈에 보이고 극복할 수 있는 부분이라고 해주셔서 ""그래, 나도 할 수 있어!"" 라고 마음을 다잡았습니다.

사실 4주특강 듣기 전에는 수학이 너무 무섭고 힘들어서 국어, 영어, 과탐 등 다른 과목만 공부하고 수학공부를 회피한 시기도 있었습니다.
당시의 실력으로도 조금만 사고해도 충분히 풀 수 있는 문제인데도 지문 자체를 읽는 것조차 힘들어 했었습니다.
6모가 다가오자 그 때서야 발등에 불 떨어진 심정으로 개념강의와 수특을 허겁지겁 듣기 시작했고 7월이 되어 불안한 마음에 손을 댔던 게 4주 특강이었습니다.
그리고 안국선 선생님을 만나고 나서 이제 꾸준히 수학공부를 하는 습관이 생기고 있습니다.
바쁘실텐데도 매번 진심으로 응원의 댓글을 달아주시고 강의도 정말 이해하기 쉽게 설명해주셔서 지금까지의 졸면서 들었던 수학강의와는 다른 느낌이었습니다.
물론 아직도 매일 한 강의라는 목표는 이루지 못하였지만 어려운 문제에 주저없이 도전하고 틀렸다는 사실보다 왜 틀렸는지에 초점을 두고 수학을 대하고 있는 스스로를 나름은(?) 성장했다고 느끼며 기뻐하고 있습니다.
앞으로 더 열심히 해서 수능 때 좋은 결과 나오면 선생님께 먼저 알려드리겠습니다! 선생님께 감사드립니다!",5점
안국선,296,김*정,23.07.29,30,[2024 수능연계완성 4주특강] 수학+미적분,12강 수강후기,"나름 평이하다고 생각했던 앞의 4문제를 풀다가 62번 보고 멘탈이 바사삭 날아가 버렸습니다....ㅋㅋㅋ
실제 시험에서 만났다면 손은 댈 수나 있었을런지 걱정스럽기도 하고 어찌어찌 아이디어는 잡았다고 해도 시간 안에 풀어내기도 힘들었을 것 같습니다...
하지만 아직 수능까지는 100 여 일이 남았고, 그 시간 동안 62번 같은 문제들에도 겁 먹지 않을 만큼 스스로를 성장시켜보겠습니다.
복잡한 문제도 머릿속에 한번에 집어넣어 주시는 선생님의 명강의, 감사드립니다!",5점
안국선,296,김*정,23.07.28,32,[2024 수능연계완성 4주특강] 수학+미적분,11강 수강후기,"수2 부분의 강의를 듣다보니 숫자로 접근하는 것보다는 그래프와 같은 기하적인 방법으로 접근하는 게 더 쉽고 빠를 수 있겠다는 생각이 들었습니다.
특히 선생님께서 알려주시는 방법들이 너무 획기적이라 짜릿합니다.
시험이라는 압박만 없었더라면 한문제 한문제를 고민해보며 또다른 풀이가 있을지 고민해보는 시간이 즐거웠을 것 같은데 항상 잠과 시간에 쫓기며 답을 찾아내기에 급급한 것 같아서 속상하다는 생각도 들었습니다.
과연 수능 끝나고 수학책을 다시 펼쳐보기나 할지도 의문이지만요...ㅋㅋㅋ
힘드실텐데도 학생들을 위해 같은 문제도 몇 번씩 더 고민하시고 시간을 쏟으셨을 선생님께 감사드립니다!",5점
안국선,296,김*정,23.07.26,36,[2024 수능연계완성 4주특강] 수학+미적분,10강 수강후기,"수2에는 역시 재미있는 문제가 많은 것 같습니다.
이번 강의는 미리 풀어보면서 나름 희열(?)을 느꼈습니다...ㅎㅎ
그리고 여러 풀이가 접근 방향에 따라 나뉠 수 있다는 것을 차근차근 알려주셔서 너무 좋았습니다.
선생님의 강의를 오늘도 시간 가는 줄 모르고 집중해서 들었습니다.
최고의 강의에 감사드립니다!!",5점
안국선,296,김*정,23.07.25,39,[2024 수능연계완성 4주특강] 수학+미적분,9강 수강후기,"이번 강의도 문제 푸느라 시간이 오래 걸렸어요ㅠㅠ
수2는 나름 잘 한다고 자신감을 갖고 있었는데 앞으로 좀 더 겸손해져야겠습니다.
강의를 듣고 나서 수2는 계산도 계산대로 정확히 해야하지만 조건에 따라 함수 개형을 잘 찾아내는 기하적인 시각도 중요하다는 걸 느꼈습니다.
이걸 바탕으로 수2도 더 열심히 갈고 닦아보겠습니다!!",5점
안국선,296,유*송,23.07.23,46,[2024 수능연계완성 4주특강] 수학+미적분,6강 관련 질문,"제가 30번 문제를 풀었을때 6이 나와서 선지1번부터 5번까지 중에 답이 없어서 
선생님께서 어떻게 풀이하시는지 강의를 봤는데요,
강의에서 선생님께서도 답이 6이라고 하시더라고요...?
근데 교재에는 선지에 6이 전혀 없고, 또 답지 풀이에도 다른 답으로 나와있어서 조금 혼란이 왔어요ㅠ
답은 6이 맞는거 같은데 그럼 교재랑 답지가 다 잘못 된건가요...?",5점
안국선,296,김*정,23.07.22,33,[2024 수능연계완성 4주특강] 수학+미적분,8강 수강후기,"수학1이 끝났습니다!!!
수열 단원은 문제가 한 번 방향이 잡히면 술술 풀리는데 그 아이디어 하나가 떠오르지 않아서 막히는 경우가 많았습니다.
이번에 선생님께서 정말 다양한 방식의 풀이를 알려주셨고, 복습 열심히 해서 꼭 제 걸로 만들도록 하겠습니다!
어려운 문제들이 나올 때마다 미루고 내일할까, 하는 나태한 마음을 가질 수도 있었지만 선생님께서 함께 해주셔서 수1을 끝낼 수 있었다고 생각합니다.
정말 감사드리구요, 수2도 잘 부탁드리겠습니다!!",5점
안국선,296,김*정,23.07.21,33,[2024 수능연계완성 4주특강] 수학+미적분,7강 수강후기,"32번... 비슷한 유형을 어디서 풀어봤던 것 같은데 기출문제였는지 수능특강이었는지 기억이 안 나네요....ㅠㅠ
대신 암산천재 국선쌤의 다양한 풀이를 들을 수 있어서 유익한 시간이었습니다!!
해설지에도 답이 한가지만 나와있을 때는 아쉽다는 생각을 할 때도 많은데 이렇게 빠르고 간결하게 풀 수 있는 아이디어를 다양하게 설명해주셔서 정말 좋아요. 제 것으로 잘 만들기만 한다면 실전에서 큰 도움이 될 것이라 확신합니다.
오늘도 좋은 강의 감사드립니다!",5점
안국선,296,김*정,23.07.19,37,[2024 수능연계완성 4주특강] 수학+미적분,6강 수강후기,"""그게 수능이면 어떡하려고 그래요?"" 이건 정말 선생님 어록에 올려야 할 것 같습니다.
늘어져 있다가도 선생님께서 이 문장 말씀하시면 정신이 번쩍 듭니다ㅋㅋㅋ
이번 수업으로는 제가 코사인 법칙의 적용이 많이 부족하다는 걸 알게 되었습니다.
복습 열심히 하고 이 단원의 문제들도 더 연습하겠습니다. (for 120%!)
오늘도 선생님 강의 행복하게 잘 들었습니다, 감사합니다!
날씨가 갑자기 엄청 더워졌으니 건강 조심하세요!",5점
안국선,296,김*정,23.07.18,35,[2024 수능연계완성 4주특강] 수학+미적분,5강 수강후기,"혼자 신난 것일수도 있지만 도형 보는 눈이 점점 커지고 있는 것 같아요.
문제만 봐도 겁 먹고 손도 못 댔을 문제들을 이번에는 쓱쓱 풀어서 맞았어요.
하지만 역시 강의를 듣다보니 제가 풀이 중 놓치고 지나간 부분이 많네요.
선생님께서 가르쳐 주신 내용들 새겨듣고 120% 목표로 바라보겠습니다!

(그리고 선생님, 원색이 너무 잘 받으시는 것 같아요!ㅋㅋ)",5점
안국선,296,김*정,23.07.16,34,[2024 수능연계완성 4주특강] 수학+미적분,4강 수강후기,"무의식에 16번과 17번에서 삼각함수 덧셈을 사용했는데... 수1이라는 문제의 본질을 무시하는 행위였네요...ㅠㅠ
19번에서도 답을 구하느라 급급한 마음에 a의 범위같은 건 있는 줄도 모르고 넘어갈 뻔 했습니다.
이번 강의를 통해서는 문제에서 묻고자 하는 부분이 무엇인지 알고, 그에 맞춰 생각하는 연습도 필요하다는 것을 배우고 갑니다!
선생님, 좋은 강의 감사드립니다!",5점
안국선,296,김*정,23.07.15,42,[2024 수능연계완성 4주특강] 수학+미적분,3강 수강후기 + 질문,"치카치카 불 켜고 하라는 말씀에 도서관에서 웃음이 터져버렸네요...ㅋㅋㅋ
어려운 문제 푸느라 머리가 아프다가도 선생님 덕분에 또다시 수학 문제를 풀 기운을 얻을 수 있어요. 감사합니다!

사실 제가 유일하게 수학 때문에 목표한 대학에 떨어질 수 있겠다는 불안감이 가장 커요.
다른 과목들은 시간을 투자한 만큼 점수가 딱딱 올라서 공부를 즐기면서 하고 있지만 수학은 아직도 어떻게 공부해야 할지 감이 오질 않아요.
점수도 들쑥날쑥 일정하지가 않아서 어디까지가 실력이고, 어디까지가 운이 좋아서 아는 문제가 나온건지 잘 모르겠어서 수능이 다가올수록 피가 마르는 느낌이랄까요...
준킬러 문제는 웬만하면 다 풀 수 있는데 항상 시간이 부족하고, 킬러 문제도 해설을 보고 나면 다 이해가 되는데 막상 새로운 문제를 던져주면 어디서부터 시작해야 할 지 난감해요...
이런 경우에는 어떤 방향으로 공부를 해야할지 여쭤보고 싶습니다!",스페셜
안국선,296,김*정,23.07.11,34,[2024 수능연계완성 4주특강] 수학+미적분,2강 수강후기,"선생님이 매일 들어와 본다고 하셨는데.... 문제를 조금만 더 고민해보자는 생각으로 풀고 지우기를 반복하다 보니 시간이 많이 지체됐어요ㅠㅠ
어떻게든 혼자 풀어보고 싶은 마음에 욕심 부리다가 이제서야 2강 듣고 수강후기 올립니다!
8번 문제는 해설지 보고 공부하면서 이걸 정말 시험 시간에 다 계산해야 하는 건가, 하고 절망했었는데 선생님께서 강의시간에 풀이해 주신 거 듣고 속이 시원해졌어요!!
다른 문제도 선생님 풀이 참고하면서 개선해야 할 부분으로 공부하고 있습니다!
문제 푸는 속도도 느리고 아직 실력도 부족해서 남들보다 늦게 따라가겠지만 무슨 일이 있어도 꼭 완강하겠습니다!! 선생님, 꼭 끝까지 지켜봐주세요!!",5점
안국선,296,김*정,23.07.06,38,[2024 수능연계완성 4주특강] 수학+미적분,1강 수강후기,"수기미를 듣던 중 4주특강 오티에서 꽤 점잖은(?) 모습의 선생님을 보고 고난도 4주 특강에서는 딱딱하게 수업을 진행하실까봐 약간의 걱정과 긴장으로 1강을 시작했습니다.
하지만 바로 노란 옷의 선생님이 제가 알던 모습으로 수업을 진행해주셔서 안도하며 들었습니다.
선생님 강의는 내용도 너무 좋고 선생님의 유머로 지루하지도 않아서 들을 때 힘들지가 않아요.
좋은 강의 감사드립니다! 열심히, 꾸준히 듣고 완강 하겠습니다!",5점
